bowler,venue,batting_team,dream 11 score,Matches_Played,avg_drm11_score,Economy,strike_rate,bowlerOppositionWiseMatches_Played,bowlerOppositionWiseavg_drm11_score,bowlerOppositionWiseEconomy,bowlerOppositionWisestrike_rate,bowlerVenueMatches_Played,bowlerVenueavg_drm11_score,bowlerVenueEconomy,bowlerVenuestrike_rate,Venue_Matches_Played,Venue_Avg_Batsmen_Strike_Rate,Venue_Avg_Batsmen_Average,Venue_Avg_Bowler_Economy,Venue_Avg_Bowler_Average,Venue_dream11
AA Noffke,M Chinnaswamy Stadium,Kolkata Knight Riders,75,1,75.0,8.4,25.0,1,75.0,8.4,25.0,1,75.0,8.4,25.0,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
AB Agarkar,M Chinnaswamy Stadium,Royal Challengers Bangalore,137,42,59.595238095238095,8.136585365853659,24.848484848484848,4,69.5,7.953488372093023,21.5,2,86.5,6.521739130434782,15.333333333333334,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
AB Dinda,M Chinnaswamy Stadium,Royal Challengers Bangalore,94,75,71.46666666666667,7.502831969792322,19.37804878048781,8,80.625,7.340782122905028,16.272727272727273,8,72.375,7.840909090909091,19.55555555555556,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
CL White,M Chinnaswamy Stadium,Kolkata Knight Riders,8,6,18.5,10.565217391304348,46.0,2,15.0,11.2,17.0,2,19.5,16.615384615384617,13.0,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
I Sharma,M Chinnaswamy Stadium,Royal Challengers Bangalore,79,101,68.01980198019803,7.420560747663552,26.75,15,70.2,7.230337078651686,32.36363636363637,5,57.6,7.72972972972973,55.5,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
JH Kallis,M Chinnaswamy Stadium,Kolkata Knight Riders,75,89,62.29213483146067,7.410783768760423,24.31081081081081,4,72.0,9.51063829787234,23.5,16,67.25,7.535294117647059,24.285714285714285,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
LR Shukla,M Chinnaswamy Stadium,Royal Challengers Bangalore,43,27,39.14814814814815,7.895705521472393,19.176470588235293,3,28.666666666666668,8.285714285714286,10.5,1,43.0,6.0,9.0,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
P Kumar,M Chinnaswamy Stadium,Kolkata Knight Riders,62,119,69.36134453781513,7.06712172923777,25.852941176470587,16,57.25,7.023411371237458,29.9,18,76.05555555555556,7.854014598540146,21.63157894736842,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
SB Joshi,M Chinnaswamy Stadium,Kolkata Knight Riders,36,4,32.25,8.945454545454545,55.0,1,36.0,8.666666666666666,19.0,2,49.5,8.594594594594595,37.0,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
SC Ganguly,M Chinnaswamy Stadium,Royal Challengers Bangalore,129,20,42.0,7.692857142857143,23.33333333333333,4,60.5,5.552238805970149,16.75,1,129.0,4.8,8.333333333333334,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
Z Khan,M Chinnaswamy Stadium,Kolkata Knight Riders,85,99,78.35353535353535,7.09402460456942,19.126050420168067,15,81.66666666666667,7.371951219512195,15.61904761904762,25,82.56,7.350785340314136,16.852941176470587,87,132.02523471263223,1.3202523471263226,7.921514082757936,1.3202523471263226,325.1609195402299
B Lee,Punjab Cricket Association Stadium,Chennai Super Kings,75,38,71.73684210526316,6.82532751091703,30.53333333333333,5,61.2,6.540983606557377,61.0,7,73.14285714285714,7.674418604651163,28.666666666666668,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
IK Pathan,Punjab Cricket Association Stadium,Chennai Super Kings,94,101,68.76237623762377,7.2948414576431615,21.343434343434343,13,72.3076923076923,8.283737024221454,20.642857142857142,12,92.41666666666669,6.891304347826087,13.142857142857142,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
JDP Oram,Punjab Cricket Association Stadium,Kings XI Punjab,48,14,57.21428571428572,8.40983606557377,18.76923076923077,1,48.0,9.25,25.0,1,48.0,9.25,25.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
JR Hopes,Punjab Cricket Association Stadium,Chennai Super Kings,65,20,54.5,8.764227642276422,26.357142857142858,4,41.25,9.972972972972974,74.0,4,52.75,11.583333333333334,24.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
Joginder Sharma,Punjab Cricket Association Stadium,Kings XI Punjab,75,15,56.6,8.867647058823529,20.923076923076923,1,75.0,11.04,25.0,1,75.0,11.04,25.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
K Goel,Punjab Cricket Association Stadium,Chennai Super Kings,18,6,22.33333333333333,8.238805970149254,73.0,2,27.0,9.6,32.0,1,18.0,12.5,13.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
M Muralitharan,Punjab Cricket Association Stadium,Kings XI Punjab,75,66,75.31818181818181,6.2314990512333965,23.59701492537313,7,87.42857142857143,6.613636363636363,17.6,1,75.0,7.44,25.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
MS Gony,Punjab Cricket Association Stadium,Kings XI Punjab,77,44,65.38636363636364,8.108108108108109,23.71794871794872,8,57.5,8.895104895104895,23.83333333333333,6,73.0,8.321167883211679,22.83333333333333,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
P Amarnath,Punjab Cricket Association Stadium,Kings XI Punjab,73,6,71.83333333333333,10.727272727272728,18.857142857142858,2,67.0,11.0,21.0,1,73.0,10.5,24.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
PP Chawla,Punjab Cricket Association Stadium,Chennai Super Kings,6,180,66.71111111111111,7.702173913043478,19.574468085106385,22,64.63636363636364,8.146666666666667,20.454545454545453,29,65.48275862068965,7.464342313787639,23.37037037037037,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
S Sreesanth,Punjab Cricket Association Stadium,Chennai Super Kings,38,44,71.43181818181819,7.045406546990496,22.023255813953487,6,67.0,7.289256198347108,20.166666666666668,11,68.0,7.636363636363637,18.33333333333333,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
WA Mota,Punjab Cricket Association Stadium,Chennai Super Kings,53,7,35.714285714285715,7.52,18.75,2,54.0,6.923076923076923,13.0,1,53.0,9.428571428571429,14.0,61,130.76126001657917,1.3076126001657915,7.84567560099475,1.3076126001657915,323.4918032786885
B Geeves,Arun Jaitley Stadium,Rajasthan Royals,73,2,74.0,11.020408163265309,24.5,1,73.0,10.25,24.0,2,74.0,11.020408163265309,24.5,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
D Salunkhe,Arun Jaitley Stadium,Delhi Daredevils,14,5,25.0,8.235294117647058,51.0,1,14.0,5.142857142857143,8.0,1,14.0,5.142857142857143,8.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
DL Vettori,Arun Jaitley Stadium,Rajasthan Royals,71,34,72.29411764705883,6.657324840764331,23.08823529411765,4,52.0,7.642857142857143,42.0,5,72.6,7.2,24.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
GD McGrath,Arun Jaitley Stadium,Rajasthan Royals,105,14,78.71428571428571,6.419452887537994,23.5,3,86.66666666666667,5.44,37.5,6,88.5,7.611940298507463,14.88888888888889,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
MF Maharoof,Arun Jaitley Stadium,Rajasthan Royals,100,20,89.55,6.72108843537415,13.363636363636363,6,111.0,5.787234042553192,10.071428571428571,8,78.875,6.736196319018405,14.818181818181818,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
MM Patel,Arun Jaitley Stadium,Delhi Daredevils,36,63,80.31746031746032,7.250361794500724,16.853658536585368,10,77.3,6.621621621621622,20.181818181818183,4,42.0,8.692307692307692,82.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
R Bhatia,Arun Jaitley Stadium,Rajasthan Royals,129,91,59.64835164835165,7.173991571342564,20.25609756097561,7,61.71428571428572,6.103448275862069,14.5,11,52.27272727272727,7.03960396039604,28.857142857142858,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
SK Trivedi,Arun Jaitley Stadium,Delhi Daredevils,42,75,66.86666666666666,7.090558766859345,21.328767123287676,8,57.125,7.5,33.6,4,54.25,7.548387096774194,93.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
SK Warne,Arun Jaitley Stadium,Delhi Daredevils,24,54,74.37037037037037,6.9076042518397385,20.383333333333333,8,70.5,6.966666666666667,22.5,2,48.5,7.0,36.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
SR Watson,Arun Jaitley Stadium,Delhi Daredevils,73,105,68.08571428571429,7.218530650444548,19.97196261682243,12,73.66666666666667,6.142857142857143,18.0,4,66.0,6.6,20.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
YK Pathan,Arun Jaitley Stadium,Delhi Daredevils,28,82,43.46341463414634,6.952702702702703,25.73913043478261,8,23.625,6.987341772151899,79.0,5,33.4,6.441176470588236,68.0,85,127.4266873157816,1.274266873157816,7.645601238946895,1.274266873157816,309.6823529411765
A Nehra,Wankhede Stadium,Royal Challengers Bangalore,89,88,81.42045454545455,7.361702127659575,16.31404958677686,13,96.6153846153846,7.407166123778501,12.791666666666666,9,83.44444444444444,8.571428571428571,19.727272727272727,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
AM Nayar,Wankhede Stadium,Royal Challengers Bangalore,12,19,36.578947368421055,7.807531380753138,26.55555555555556,4,23.0,7.434782608695652,50.0,1,12.0,10.0,7.0,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
B Akhil,Wankhede Stadium,Mumbai Indians,84,13,43.76923076923077,7.305699481865285,27.571428571428573,2,61.0,5.513513513513513,18.5,1,84.0,5.666666666666667,9.0,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
DS Kulkarni,Wankhede Stadium,Royal Challengers Bangalore,61,92,67.83695652173913,7.560767590618337,20.615384615384617,13,74.53846153846153,7.085106382978723,18.8,15,90.06666666666666,7.331412103746397,13.88,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
Harbhajan Singh,Wankhede Stadium,Royal Challengers Bangalore,100,160,70.10625,6.741418764302059,21.714285714285715,23,72.21739130434783,6.885826771653544,20.32,47,72.61702127659575,6.767175572519084,20.54901960784314,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
JH Kallis,Wankhede Stadium,Mumbai Indians,34,89,62.29213483146067,7.410783768760423,24.31081081081081,11,61.45454545454545,7.807531380753138,29.875,4,74.75,7.5,17.6,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
P Kumar,Wankhede Stadium,Mumbai Indians,75,119,69.36134453781513,7.06712172923777,25.852941176470587,16,68.3125,6.423529411764706,26.153846153846157,8,74.625,7.021978021978022,20.22222222222222,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
R Vinay Kumar,Wankhede Stadium,Mumbai Indians,48,104,73.375,8.02836230558097,17.212598425196852,13,72.84615384615384,8.273684210526316,19.0,12,68.08333333333333,8.828897338403042,23.90909090909091,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
SB Joshi,Wankhede Stadium,Mumbai Indians,24,4,32.25,8.945454545454545,55.0,1,24.0,5.0,13.0,1,24.0,5.0,13.0,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
SM Pollock,Wankhede Stadium,Royal Challengers Bangalore,54,13,73.0,6.364285714285714,21.53846153846154,2,51.0,5.0,50.0,4,97.0,3.3626373626373627,15.166666666666666,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
ST Jayasuriya,Wankhede Stadium,Royal Challengers Bangalore,73,21,49.23809523809524,7.475083056478406,18.8125,3,40.333333333333336,9.375,48.0,1,73.0,9.75,24.0,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
Z Khan,Wankhede Stadium,Mumbai Indians,170,99,78.35353535353535,7.09402460456942,19.126050420168067,10,79.8,6.6,25.0,6,90.33333333333331,6.285714285714286,18.375,111,128.68595719293012,1.2868595719293012,7.721157431575807,1.2868595719293012,325.0990990990991
A Symonds,Eden Gardens,Kolkata Knight Riders,30,30,56.16666666666666,7.288888888888889,23.47826086956522,4,69.5,6.134831460674158,22.25,2,64.0,6.0,19.5,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
AB Agarkar,Eden Gardens,Deccan Chargers,74,42,59.595238095238095,8.136585365853659,24.848484848484848,6,60.0,9.513513513513514,18.5,7,61.57142857142857,7.81294964028777,27.8,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
AB Dinda,Eden Gardens,Deccan Chargers,63,75,71.46666666666667,7.502831969792322,19.37804878048781,4,86.75,7.395348837209302,12.285714285714286,13,67.07692307692308,6.447058823529412,18.214285714285715,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
DJ Hussey,Eden Gardens,Deccan Chargers,63,26,33.61538461538461,8.674922600619196,32.3,4,39.25,8.68421052631579,12.666666666666666,5,33.0,9.534246575342468,73.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
I Sharma,Eden Gardens,Deccan Chargers,85,101,68.01980198019803,7.420560747663552,26.75,5,57.6,5.4953271028037385,53.5,13,58.84615384615385,6.985401459854015,39.142857142857146,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
M Kartik,Eden Gardens,Deccan Chargers,170,55,61.43636363636364,6.807106598984771,30.307692307692307,7,69.85714285714286,6.042253521126761,20.285714285714285,10,79.9,6.504424778761062,17.384615384615383,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
Mohammad Hafeez,Eden Gardens,Deccan Chargers,91,4,47.5,5.809523809523809,31.5,1,91.0,1.68,25.0,2,52.5,3.375,32.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
PP Ojha,Eden Gardens,Kolkata Knight Riders,106,90,71.23333333333333,6.974807197943445,19.646464646464647,14,65.57142857142857,6.745098039215686,25.5,8,69.75,7.072625698324022,22.375,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
RP Singh,Eden Gardens,Kolkata Knight Riders,61,82,78.29268292682927,7.159018143009605,18.74,9,99.55555555555556,7.694444444444445,12.0,2,83.5,5.714285714285714,14.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
SB Bangar,Eden Gardens,Kolkata Knight Riders,58,9,51.11111111111112,8.313725490196079,25.5,2,35.0,5.307692307692308,28.0,1,58.0,3.9,21.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
SB Styris,Eden Gardens,Kolkata Knight Riders,68,11,61.90909090909091,7.297297297297297,24.666666666666668,3,67.33333333333333,6.985074626865671,33.5,1,68.0,4.32,26.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
WPUJC Vaas,Eden Gardens,Kolkata Knight Riders,102,13,91.23076923076924,7.1875,13.090909090909092,3,85.0,7.444444444444445,10.8,1,102.0,3.0,9.0,86,126.84244436734896,1.2684244436734895,7.610546662040938,1.2684244436734895,308.8372093023256
B Lee,Sawai Mansingh Stadium,Rajasthan Royals,77,38,71.73684210526316,6.82532751091703,30.53333333333333,5,75.8,5.846153846153846,23.4,4,80.0,6.0588235294117645,25.5,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
D Salunkhe,Sawai Mansingh Stadium,Kings XI Punjab,49,5,25.0,8.235294117647058,51.0,2,42.5,8.129032258064516,31.0,1,49.0,8.76923076923077,13.0,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
IK Pathan,Sawai Mansingh Stadium,Rajasthan Royals,93,101,68.76237623762377,7.2948414576431615,21.343434343434343,11,68.45454545454545,7.291479820627803,20.272727272727277,4,46.5,8.476190476190476,31.5,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
JR Hopes,Sawai Mansingh Stadium,Rajasthan Royals,75,20,54.5,8.764227642276422,26.357142857142858,2,80.5,8.511627906976743,14.333333333333334,1,75.0,7.68,25.0,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
MM Patel,Sawai Mansingh Stadium,Kings XI Punjab,96,63,80.31746031746032,7.250361794500724,16.853658536585368,8,93.375,7.907692307692308,15.0,7,88.57142857142857,6.071005917159764,16.9,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
PP Chawla,Sawai Mansingh Stadium,Rajasthan Royals,18,180,66.71111111111111,7.702173913043478,19.574468085106385,20,71.55,7.596330275229357,18.956521739130437,6,55.5,6.84375,42.66666666666666,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
Pankaj Singh,Sawai Mansingh Stadium,Kings XI Punjab,6,17,52.52941176470589,8.739549839228296,28.272727272727277,3,22.666666666666668,11.4,43.0,8,48.375,9.492537313432836,26.8,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
S Sreesanth,Sawai Mansingh Stadium,Rajasthan Royals,73,44,71.43181818181819,7.045406546990496,22.023255813953487,6,67.16666666666667,8.043478260869565,27.6,5,88.0,6.870967741935484,20.666666666666668,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
SK Trivedi,Sawai Mansingh Stadium,Kings XI Punjab,96,75,66.86666666666666,7.090558766859345,21.328767123287676,10,73.7,7.347457627118644,21.454545454545453,32,77.03125,6.815028901734104,16.878048780487806,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
SK Warne,Sawai Mansingh Stadium,Kings XI Punjab,125,54,74.37037037037037,6.9076042518397385,20.383333333333333,6,72.5,9.705882352941176,19.428571428571427,17,77.82352941176471,6.89002557544757,18.61904761904762,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
SR Watson,Sawai Mansingh Stadium,Kings XI Punjab,50,105,68.08571428571429,7.218530650444548,19.97196261682243,13,70.38461538461539,7.011764705882353,17.0,26,66.3076923076923,6.431734317343174,24.63636363636364,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
WA Mota,Sawai Mansingh Stadium,Rajasthan Royals,6,7,35.714285714285715,7.52,18.75,1,6.0,12.0,7.0,1,6.0,12.0,7.0,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
YK Pathan,Sawai Mansingh Stadium,Kings XI Punjab,6,82,43.46341463414634,6.952702702702703,25.73913043478261,10,45.0,6.5131578947368425,25.33333333333333,11,39.0,7.1688311688311686,30.8,52,121.97605278162418,1.2197605278162418,7.318563166897451,1.2197605278162418,288.86538461538464
A Symonds,Rajiv Gandhi International Stadium,Delhi Daredevils,18,30,56.16666666666666,7.288888888888889,23.47826086956522,6,54.16666666666666,7.530612244897959,19.6,2,23.0,16.75862068965517,31.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
GD McGrath,Rajiv Gandhi International Stadium,Deccan Chargers,60,14,78.71428571428571,6.419452887537994,23.5,2,79.0,8.0,24.0,1,60.0,5.5,25.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
MF Maharoof,Rajiv Gandhi International Stadium,Deccan Chargers,100,20,89.55,6.72108843537415,13.363636363636363,2,98.0,9.06122448979592,12.25,1,100.0,8.4,12.5,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
Mohammad Asif,Rajiv Gandhi International Stadium,Deccan Chargers,112,8,79.625,8.71356783919598,22.11111111111111,2,82.0,8.16,25.0,1,112.0,4.75,12.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
PP Ojha,Rajiv Gandhi International Stadium,Delhi Daredevils,22,90,71.23333333333333,6.974807197943445,19.646464646464647,12,70.25,6.521739130434782,19.46153846153846,11,53.0,7.221719457013575,44.2,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
R Bhatia,Rajiv Gandhi International Stadium,Deccan Chargers,121,91,59.64835164835165,7.173991571342564,20.25609756097561,6,99.16666666666669,6.744525547445256,10.538461538461538,3,84.33333333333333,6.8059701492537314,13.4,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
RP Singh,Rajiv Gandhi International Stadium,Delhi Daredevils,63,82,78.29268292682927,7.159018143009605,18.74,11,75.72727272727273,7.892307692307693,23.63636363636364,7,70.14285714285714,8.74390243902439,23.428571428571427,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
SB Bangar,Rajiv Gandhi International Stadium,Delhi Daredevils,20,9,51.11111111111112,8.313725490196079,25.5,1,20.0,13.384615384615383,14.0,4,50.75,8.507462686567164,22.33333333333333,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
Shahid Afridi,Rajiv Gandhi International Stadium,Delhi Daredevils,24,10,60.7,7.135135135135135,20.55555555555556,2,15.0,11.666666666666666,20.0,5,66.6,6.66,20.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
VY Mahesh,Rajiv Gandhi International Stadium,Deccan Chargers,75,17,74.58823529411765,7.988857938718663,16.318181818181817,1,75.0,8.16,25.0,1,75.0,8.16,25.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
WPUJC Vaas,Rajiv Gandhi International Stadium,Delhi Daredevils,38,13,91.23076923076924,7.1875,13.090909090909092,4,85.5,6.76595744680851,15.666666666666666,4,66.0,9.529411764705882,21.25,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
A Nehra,MA Chidambaram Stadium,Chennai Super Kings,104,88,81.42045454545455,7.361702127659575,16.31404958677686,8,90.625,7.41,15.384615384615383,11,92.27272727272728,7.1773584905660375,13.947368421052632,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
AM Nayar,MA Chidambaram Stadium,Chennai Super Kings,6,19,36.578947368421055,7.807531380753138,26.55555555555556,4,30.75,8.727272727272727,55.0,2,33.5,8.75,24.0,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
DJ Bravo,MA Chidambaram Stadium,Chennai Super Kings,38,158,75.67721518987342,7.605582524271845,15.92270531400966,6,64.5,8.496,25.0,37,78.5945945945946,7.563275434243176,16.12,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
DS Kulkarni,MA Chidambaram Stadium,Chennai Super Kings,61,92,67.83695652173913,7.560767590618337,20.615384615384617,8,83.75,7.705263157894737,19.0,2,75.0,7.866666666666666,22.5,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
Harbhajan Singh,MA Chidambaram Stadium,Chennai Super Kings,24,160,70.10625,6.741418764302059,21.714285714285715,21,75.61904761904762,6.202105263157895,19.791666666666668,17,71.52941176470588,6.578512396694215,20.166666666666668,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
JDP Oram,MA Chidambaram Stadium,Mumbai Indians,77,14,57.21428571428572,8.40983606557377,18.76923076923077,2,87.5,9.72,16.666666666666668,2,100.0,9.96,12.5,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
Joginder Sharma,MA Chidambaram Stadium,Mumbai Indians,98,15,56.6,8.867647058823529,20.923076923076923,5,65.0,7.398058252427185,20.6,4,74.25,9.0,18.0,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
M Muralitharan,MA Chidambaram Stadium,Mumbai Indians,106,66,75.31818181818181,6.2314990512333965,23.59701492537313,8,73.5,6.128342245989304,23.375,14,78.71428571428571,6.401114206128134,25.642857142857142,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
MA Khote,MA Chidambaram Stadium,Chennai Super Kings,86,2,55.0,10.2,15.0,1,86.0,9.666666666666666,9.0,1,86.0,9.666666666666666,9.0,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
MS Gony,MA Chidambaram Stadium,Mumbai Indians,105,44,65.38636363636364,8.108108108108109,23.71794871794872,4,80.5,7.237113402061856,24.25,10,66.0,8.019512195121951,25.625,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
P Amarnath,MA Chidambaram Stadium,Mumbai Indians,65,6,71.83333333333333,10.727272727272728,18.857142857142858,1,65.0,14.25,24.0,3,74.66666666666667,11.0,16.5,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
SM Pollock,MA Chidambaram Stadium,Chennai Super Kings,38,13,73.0,6.364285714285714,21.53846153846154,2,64.5,5.5813953488372094,43.0,1,38.0,9.789473684210526,20.0,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
VS Yeligati,MA Chidambaram Stadium,Chennai Super Kings,14,2,32.0,9.9375,34.0,1,14.0,9.428571428571429,8.0,1,14.0,9.428571428571429,8.0,76,121.56133828996283,1.2156133828996285,7.29368029739777,1.2156133828996285,296.75
A Symonds,Rajiv Gandhi International Stadium,Rajasthan Royals,28,30,56.16666666666666,7.288888888888889,23.47826086956522,4,38.75,9.507692307692308,65.0,2,23.0,16.75862068965517,31.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
D Kalyankrishna,Rajiv Gandhi International Stadium,Rajasthan Royals,61,3,50.0,10.2,25.0,1,61.0,10.0,18.0,2,63.0,9.789473684210526,19.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
D Salunkhe,Rajiv Gandhi International Stadium,Deccan Chargers,12,5,25.0,8.235294117647058,51.0,1,12.0,9.0,7.0,1,12.0,9.0,7.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
MM Patel,Rajiv Gandhi International Stadium,Deccan Chargers,46,63,80.31746031746032,7.250361794500724,16.853658536585368,8,65.125,8.036363636363637,23.571428571428573,2,58.5,10.56,50.0,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
PP Ojha,Rajiv Gandhi International Stadium,Rajasthan Royals,24,90,71.23333333333333,6.974807197943445,19.646464646464647,13,64.07692307692308,8.785714285714286,25.454545454545453,11,53.0,7.221719457013575,44.2,71,123.3528334219701,1.233528334219701,7.401170005318206,1.233528334219701,297.0
