iter	RMSE
866	1.972311193
867	1.971333238
868	1.971176416
869	1.970618405
870	1.96923486
871	1.968305612
872	1.967437562
873	1.966287491
874	1.965830069
875	1.964255381
876	1.963705301
877	1.96285335
878	1.961438839
879	1.960230757
880	1.959352038
881	1.958638175
882	1.95762595
883	1.956739607
884	1.955963171
885	1.954889529
886	1.953989107
887	1.953410964
888	1.95279307
889	1.952517925
890	1.952145569
891	1.951664547
892	1.95151681
893	1.950523717
894	1.949500125
895	1.94900395
896	1.948403059
897	1.947424554
898	1.946621541
899	1.945955834
900	1.944994377
901	1.944419368
902	1.943455287
903	1.942565371
904	1.941649813
905	1.940714335
906	1.939467496
907	1.938910847
908	1.937429745
909	1.936638253
910	1.935663975
911	1.934259566
912	1.93312018
913	1.932454251
914	1.931207579
915	1.9306223
916	1.930215239
917	1.929678799
918	1.928893667
919	1.928058548
920	1.927068192
921	1.926197608
922	1.925205745
923	1.924467835
924	1.923040707
925	1.921837587
926	1.920784659
927	1.919990394
928	1.919198497
929	1.918163351
930	1.917964955
931	1.917288302
932	1.917001881
933	1.916368526
934	1.915661464
935	1.914573353
936	1.913568017
937	1.912776001
938	1.912019254
939	1.911715621
940	1.910734767
941	1.909635882
942	1.908616555
943	1.907715708
944	1.907559114
945	1.906921584
946	1.90643216
947	1.90533654
948	1.90432659
949	1.903785509
950	1.903183185
951	1.902448135
952	1.901686467
953	1.901045983
954	1.900561445
955	1.89927311
956	1.89850991
957	1.897020079
958	1.896419407
959	1.895313576
960	1.894010863
961	1.892775711
962	1.891693468
963	1.890782108
964	1.889822646
965	1.888593007
966	1.888211431
967	1.887378454
968	1.886494198
969	1.885461754
970	1.883927989
971	1.883198346
972	1.882607891
973	1.882202004
974	1.881597099
975	1.881288896
976	1.880266313
977	1.879510325
978	1.878305832
979	1.877622883
980	1.876458834
981	1.875443915
982	1.874423783
983	1.873432048
984	1.872746443
985	1.871718269
986	1.870577962
987	1.870028931
988	1.868918043
989	1.868063467
990	1.867395385
991	1.867128046
992	1.866343087
993	1.865501852
994	1.864689268
995	1.863885369
996	1.863141155
997	1.86204149
998	1.861118469
999	1.859798392
