iter	MAE
204	18.60429947
205	18.59223635
206	18.58086518
207	18.56784224
208	18.55499729
209	18.54561515
210	18.53243495
211	18.52184465
212	18.51372195
213	18.50213787
214	18.4920612
215	18.48152633
216	18.4693913
217	18.45696624
218	18.44622642
219	18.43527042
220	18.42323154
221	18.41114333
222	18.4009636
223	18.3912701
224	18.38102065
225	18.37062551
226	18.35935754
227	18.3505372
228	18.33928149
229	18.32914271
230	18.31983107
231	18.30895218
232	18.29816494
233	18.28841811
234	18.27985087
235	18.27055112
236	18.26250564
237	18.2508517
238	18.24422761
239	18.23631018
240	18.22639795
241	18.21630353
242	18.20939584
243	18.20033624
244	18.19138579
245	18.18406731
246	18.17387914
247	18.16344501
248	18.15287386
249	18.14550332
250	18.13639713
251	18.12608567
252	18.11659296
253	18.10627604
254	18.1004651
255	18.09133115
256	18.08365643
257	18.07361793
258	18.06474095
259	18.05916479
260	18.05131741
261	18.04230754
262	18.03627524
263	18.02958411
264	18.0219936
265	18.01256793
266	18.00353159
267	17.9950735
268	17.98779834
269	17.98170765
270	17.97160679
271	17.96601574
272	17.96123979
273	17.95180333
274	17.94449668
275	17.9377482
276	17.92823076
277	17.92291644
278	17.91424926
279	17.90734539
280	17.89994536
281	17.89278105
282	17.88648027
283	17.87876568
284	17.87246753
285	17.8685464
286	17.86119054
287	17.85405378
288	17.84637168
289	17.83917468
290	17.83160747
291	17.82608989
292	17.81997221
293	17.81165217
294	17.80422979
295	17.79932557
296	17.79249495
297	17.7886862
298	17.7836501
299	17.77770861
300	17.77241996
301	17.7665266
302	17.76144697
303	17.75843979
304	17.75367492
305	17.75037027
306	17.74347487
307	17.73731934
308	17.73012269
309	17.72454424
310	17.71775421
311	17.71294631
312	17.70628621
313	17.69966551
314	17.69437729
315	17.68907126
316	17.68378835
317	17.68008892
318	17.67434972
319	17.67026303
320	17.66552106
321	17.66169609
322	17.65716337
323	17.653081
324	17.64774857
325	17.64478191
326	17.64110413
327	17.63708894
328	17.63218773
329	17.62761415
330	17.62392491
331	17.61932428
332	17.61426987
333	17.60897219
334	17.60618394
335	17.60270215
336	17.59662611
337	17.59118095
338	17.58637084
339	17.582413
340	17.57731663
341	17.57288047
342	17.5709143
343	17.56674486
344	17.563576
345	17.55955038
346	17.55585627
347	17.55165794
348	17.5479994
349	17.54419286
350	17.54081404
351	17.53583867
352	17.53255256
353	17.53064536
354	17.52600798
355	17.52207632
356	17.51760661
357	17.51300214
358	17.5106676
359	17.5067302
360	17.5025755
361	17.49894693
362	17.4953218
363	17.4911443
364	17.48611187
365	17.48353709
366	17.47914678
367	17.47735337
368	17.47304095
369	17.4681586
370	17.4635606
371	17.45976142
372	17.45744841
373	17.45275874
374	17.4501888
375	17.44682427
376	17.44203896
377	17.43828795
378	17.43540628
379	17.43141787
380	17.42813948
381	17.42506345
382	17.4220146
383	17.4192906
384	17.41761826
385	17.41500382
386	17.41392896
387	17.41073892
388	17.40760177
389	17.40495557
390	17.40276581
391	17.39905938
392	17.39588441
393	17.39201498
394	17.38896546
395	17.38509294
396	17.38265025
397	17.3814802
398	17.37953117
399	17.37609083
400	17.37137883
401	17.36955573
402	17.36670472
403	17.36246144
404	17.36056556
405	17.35656478
406	17.35438535
407	17.35325337
408	17.35139768
409	17.34853365
410	17.34596933
411	17.34306313
412	17.34082885
413	17.33838284
414	17.33604264
415	17.33480966
416	17.33225652
417	17.32909331
418	17.32569312
419	17.32365356
420	17.3207123
421	17.31736333
422	17.31542883
423	17.31368415
424	17.31236656
425	17.30905045
426	17.3061809
427	17.30384679
428	17.30135263
429	17.29808837
430	17.29648472
431	17.2935582
432	17.29117675
433	17.28879194
434	17.28544078
435	17.28253361
436	17.2803089
437	17.27841424
438	17.27639104
439	17.27412443
440	17.27144965
441	17.26912385
442	17.26595195
443	17.26452761
444	17.26368006
445	17.26062685
446	17.25880509
447	17.25704626
448	17.25462411
449	17.25348955
450	17.25209899
451	17.25003758
452	17.24744083
453	17.24557332
454	17.24389511
455	17.24101418
456	17.2391404
457	17.237277
458	17.23509291
459	17.23253337
460	17.23022035
461	17.22913131
462	17.22707374
463	17.2245916
464	17.22335448
465	17.22181096
466	17.22088384
467	17.218135
468	17.21708398
469	17.21440493
470	17.21170715
471	17.20933062
472	17.20796322
473	17.20525848
474	17.20378164
475	17.20241154
476	17.20080678
477	17.19925469
478	17.19716138
479	17.1963549
480	17.19503209
481	17.19143427
482	17.19014025
483	17.18765432
484	17.18571448
485	17.18373646
486	17.1819661
487	17.17999753
488	17.17802664
489	17.17572146
490	17.17401451
491	17.17223057
492	17.17011235
493	17.16889984
494	17.16729302
495	17.16535395
496	17.16244788
497	17.16039691
498	17.15941328
499	17.15911774
500	17.1573985
501	17.15594159
502	17.15480447
503	17.15326952
504	17.15221418
505	17.15101545
506	17.14888612
507	17.14677153
508	17.14554157
509	17.14458104
510	17.14232713
511	17.1404909
512	17.138463
513	17.13685983
514	17.1359237
515	17.13405212
516	17.13264515
517	17.1309183
518	17.12960774
519	17.12769268
520	17.12596309
521	17.12426191
522	17.12244038
523	17.12070096
524	17.11893625
525	17.11709465
526	17.11482406
527	17.11336061
528	17.11092855
529	17.10899152
530	17.10802653
531	17.10526004
532	17.10334412
533	17.10133701
534	17.10027615
535	17.09752446
536	17.0960117
537	17.09479981
538	17.09327781
539	17.09194899
540	17.09023982
541	17.08852183
542	17.08682362
543	17.08454975
544	17.08409774
545	17.08186681
546	17.08052672
547	17.08022648
548	17.07796314
549	17.0758888
550	17.07542255
551	17.07449833
552	17.07315412
553	17.07267596
554	17.07019684
555	17.06951938
556	17.06854503
557	17.0668076
558	17.06621414
559	17.06463437
560	17.06287563
561	17.06117412
562	17.0594397
563	17.05902612
564	17.05694717
565	17.05600507
566	17.05482017
567	17.0532915
568	17.05228922
569	17.05149763
570	17.05057513
571	17.04992231
572	17.04866312
573	17.04726239
574	17.04631329
575	17.04511304
576	17.04381571
577	17.04202113
578	17.04149916
579	17.04067907
580	17.03991811
581	17.03947115
582	17.03755488
583	17.03522752
584	17.03383498
585	17.03125936
586	17.02929547
587	17.02789662
588	17.02639493
589	17.02528767
590	17.02356572
591	17.02224374
592	17.02167785
593	17.0197765
594	17.01843055
595	17.01578555
596	17.01409797
597	17.01269857
598	17.01096335
599	17.01014362
600	17.00857536
601	17.00692387
602	17.00609514
603	17.00451737
604	17.00357832
605	17.00184299
606	16.99996529
607	16.99866559
608	16.99676417
609	16.99457506
610	16.99267875
611	16.99149371
612	16.98960632
613	16.9877196
614	16.98629011
615	16.98446192
616	16.98200675
617	16.98127359
618	16.97988805
619	16.97828077
620	16.97575953
621	16.97451805
622	16.9738127
623	16.97197766
624	16.97069603
625	16.96941028
626	16.96676895
627	16.96567434
628	16.96486021
629	16.96296051
630	16.96145586
631	16.95972051
632	16.95837994
633	16.95713867
634	16.95555837
635	16.95514119
636	16.95281699
637	16.95103494
638	16.94970641
639	16.94728024
640	16.94609873
641	16.94501507
642	16.94412189
643	16.94307258
644	16.94157582
645	16.94040296
646	16.9392636
647	16.93807534
648	16.93646506
649	16.93475232
650	16.93331221
651	16.93134947
652	16.93004391
653	16.92767664
654	16.92657102
655	16.92547361
656	16.92493883
657	16.92336671
658	16.92181859
659	16.91993416
660	16.91730719
661	16.91633538
662	16.91531877
663	16.91409652
664	16.91182918
665	16.90980683
666	16.90897961
667	16.90675601
668	16.90454031
669	16.90394326
670	16.90233822
671	16.89960184
672	16.89801853
673	16.89593666
674	16.89516295
675	16.89319503
676	16.89219284
677	16.89124562
678	16.89003084
679	16.88907286
680	16.88741041
681	16.88592249
682	16.88472299
683	16.8826324
684	16.88127962
685	16.87952017
686	16.87784664
687	16.87527497
688	16.87347053
689	16.87036806
690	16.86813059
691	16.86666958
692	16.86480727
693	16.86216777
694	16.86010594
695	16.85856536
696	16.85747693
697	16.85471715
698	16.8533359
699	16.85239834
700	16.8512841
701	16.84970788
702	16.84819558
703	16.84696638
704	16.84486727
705	16.8435859
706	16.84290675
707	16.84123153
708	16.84018689
709	16.83881801
710	16.83745575
711	16.83528212
712	16.83449432
713	16.83296533
714	16.83088288
715	16.83014635
716	16.82760094
717	16.82648508
718	16.82511932
719	16.82323657
720	16.82207146
721	16.82158824
722	16.81978772
723	16.81883034
724	16.81777734
725	16.81653696
726	16.81530088
727	16.81325802
728	16.81187927
729	16.81065088
730	16.80915936
731	16.80795044
732	16.80670192
733	16.80485805
734	16.80337
735	16.80256227
736	16.80172303
737	16.80091929
738	16.80007222
739	16.79844507
740	16.79710276
741	16.79504767
742	16.79398979
743	16.79237531
744	16.79001212
745	16.78846805
746	16.78601874
747	16.78481496
748	16.78326725
749	16.78209004
750	16.78040558
751	16.77992078
752	16.77846577
753	16.77767164
754	16.77646996
755	16.7757905
756	16.77339353
757	16.7722256
758	16.77063382
759	16.76981128
760	16.76914793
761	16.7676685
762	16.76687793
763	16.76546992
764	16.76473809
765	16.76394204
766	16.76253377
767	16.76161209
768	16.7600381
769	16.75781011
770	16.75663721
771	16.7560406
772	16.75499832
773	16.75411482
774	16.75259175
775	16.75113316
776	16.75041383
777	16.74835719
778	16.74771025
779	16.74702968
780	16.74520936
781	16.7437693
782	16.7424339
783	16.74038102
784	16.73913042
785	16.73766186
786	16.73664842
787	16.73571147
788	16.73452105
789	16.73332732
790	16.73264368
791	16.73066832
792	16.73021027
793	16.72938547
794	16.72752385
795	16.72541368
796	16.72502692
797	16.7241251
798	16.72327377
799	16.72235789
800	16.72154078
801	16.72098414
802	16.72010837
803	16.71903816
804	16.71835726
805	16.71686864
806	16.715354
807	16.71478118
808	16.71386723
809	16.71290017
810	16.71205865
811	16.71158109
812	16.71061752
813	16.7087042
814	16.70755734
815	16.70664513
816	16.70608226
817	16.70444759
818	16.70366996
819	16.70304417
820	16.7022002
821	16.70012801
822	16.69880054
823	16.69743352
824	16.6962894
825	16.69583091
826	16.69480442
827	16.69262212
828	16.69193072
829	16.69109783
830	16.69011551
831	16.68933927
832	16.68821981
833	16.68789824
834	16.68769887
835	16.68603399
836	16.68551021
837	16.68371325
838	16.68283048
839	16.68187286
840	16.6811348
841	16.68043896
842	16.67903514
843	16.67763477
844	16.67679088
845	16.6747939
846	16.67344009
847	16.67296889
848	16.67193662
849	16.67073135
850	16.6699499
851	16.66857602
852	16.6672856
853	16.66579232
854	16.6656099
855	16.66461627
856	16.66276088
857	16.66211009
858	16.66145948
859	16.65972033
860	16.65929156
861	16.65872491
862	16.65745638
863	16.65718913
864	16.65629471
865	16.65527882
866	16.65388753
867	16.65274626
868	16.65176067
869	16.65050093
870	16.64982686
871	16.64904871
872	16.64787318
873	16.64556564
874	16.64523635
875	16.64426797
876	16.64284379
877	16.64190094
878	16.64125586
879	16.64017922
880	16.63839847
881	16.63815091
882	16.63761187
883	16.63640427
884	16.63580814
885	16.6350901
886	16.63393246
887	16.63261561
888	16.63017856
889	16.62863845
890	16.62683746
891	16.62615856
892	16.62477913
893	16.62330618
894	16.62202028
895	16.62078345
896	16.61996546
897	16.61897479
898	16.61765672
899	16.61629619
900	16.61570198
901	16.61467267
902	16.614202
903	16.61361979
904	16.61300679
905	16.61243255
906	16.61130109
907	16.60975966
908	16.60856878
909	16.60757886
910	16.60667722
911	16.6060495
912	16.60502714
913	16.6035962
914	16.60283781
915	16.60150003
916	16.60076453
917	16.59932552
918	16.59847919
919	16.59660832
920	16.59551804
921	16.59514705
922	16.59428289
923	16.59324191
924	16.59160539
925	16.58971947
926	16.58783829
927	16.58704608
928	16.58613049
929	16.58491749
930	16.58373849
931	16.58219963
932	16.58166595
933	16.58038429
934	16.57975319
935	16.57872763
936	16.5783665
937	16.57677857
938	16.57452189
939	16.57356775
940	16.57269901
941	16.57225638
942	16.57190777
943	16.57011343
944	16.56912749
945	16.56847059
946	16.5678714
947	16.56726135
948	16.56562621
949	16.56495885
950	16.56382223
951	16.56343261
952	16.56288407
953	16.56014886
954	16.55931002
955	16.55780453
956	16.55637846
957	16.55415059
958	16.55264861
959	16.55228618
960	16.55074138
961	16.55013095
962	16.54972824
963	16.54931523
964	16.54900782
965	16.54753799
966	16.54683112
967	16.54657102
968	16.54543486
969	16.54478502
970	16.54373149
971	16.54323136
972	16.54286535
973	16.54126867
974	16.53993132
975	16.53908199
976	16.53826741
977	16.53672472
978	16.53578767
979	16.53341961
980	16.53243183
981	16.53187426
982	16.53088034
983	16.5298309
984	16.52863179
985	16.52808609
986	16.52790896
987	16.52735942
988	16.52693767
989	16.52572943
990	16.52464826
991	16.52328845
992	16.52292699
993	16.52249232
994	16.52126133
995	16.52060855
996	16.51964013
997	16.51851014
998	16.5181063
999	16.51655829
