iter	Passed	Remaining
409	3906	5621
410	3914	5609
411	3923	5599
412	3931	5587
413	3940	5577
414	3948	5565
415	3957	5555
416	3965	5544
417	3974	5534
418	3984	5524
419	3992	5513
420	4003	5505
421	4010	5493
422	4020	5484
423	4028	5472
424	4037	5462
425	4045	5451
426	4056	5443
427	4065	5433
428	4073	5422
429	4083	5412
430	4090	5400
431	4100	5391
432	4108	5380
433	4117	5369
434	4125	5357
435	4134	5348
436	4142	5336
437	4152	5328
438	4162	5318
439	4170	5307
440	4180	5299
441	4188	5288
442	4199	5280
443	4207	5268
444	4216	5258
445	4225	5248
446	4233	5237
447	4242	5226
448	4249	5215
449	4259	5206
450	4267	5195
451	4277	5186
452	4285	5174
453	4295	5165
454	4303	5154
455	4312	5144
456	4319	5132
457	4328	5122
458	4336	5111
459	4345	5101
460	4354	5091
461	4362	5080
462	4372	5071
463	4380	5060
464	4391	5052
465	4399	5041
466	4408	5031
467	4416	5019
468	4425	5010
469	4433	4999
470	4442	4989
471	4450	4979
472	4461	4970
473	4470	4961
474	4478	4949
475	4488	4941
476	4497	4931
477	4507	4922
478	4515	4911
479	4524	4901
480	4533	4891
481	4541	4880
482	4551	4871
483	4558	4860
484	4568	4851
485	4576	4839
486	4587	4832
487	4595	4821
488	4604	4811
489	4613	4801
490	4621	4791
491	4630	4781
492	4638	4770
493	4647	4760
494	4655	4749
495	4665	4740
496	4673	4730
497	4682	4720
498	4690	4709
499	4700	4700
500	4708	4689
501	4717	4679
502	4725	4669
503	4734	4658
504	4742	4648
505	4751	4638
506	4760	4629
507	4768	4618
508	4777	4608
509	4784	4597
510	4794	4588
511	4802	4577
512	4813	4569
513	4821	4558
514	4830	4549
515	4839	4539
516	4848	4529
517	4859	4522
518	4868	4512
519	4878	4502
520	4886	4492
521	4895	4482
522	4903	4472
523	4912	4462
524	4921	4452
525	4929	4441
526	4937	4431
527	4945	4421
528	4954	4411
529	4962	4400
530	4971	4391
531	4979	4380
532	4989	4371
533	4997	4360
534	5007	4352
535	5015	4341
536	5025	4333
537	5033	4322
538	5041	4312
539	5052	4303
540	5059	4292
541	5069	4283
542	5077	4273
543	5087	4264
544	5095	4253
545	5105	4244
546	5113	4234
547	5122	4225
548	5131	4215
549	5139	4205
550	5149	4195
551	5157	4185
552	5166	4176
553	5174	4165
554	5183	4156
555	5191	4145
556	5200	4136
557	5208	4125
558	5219	4117
559	5227	4107
560	5236	4098
561	5247	4089
562	5255	4079
563	5266	4070
564	5274	4060
565	5283	4051
566	5291	4040
567	5300	4031
568	5308	4021
569	5317	4011
570	5326	4001
571	5334	3991
572	5342	3981
573	5350	3971
574	5360	3961
575	5368	3951
576	5378	3942
577	5386	3932
578	5395	3923
579	5403	3912
580	5413	3903
581	5421	3893
582	5430	3884
583	5439	3874
584	5447	3864
585	5457	3855
586	5465	3845
587	5474	3836
588	5482	3825
589	5492	3816
590	5500	3806
591	5510	3797
592	5518	3787
593	5526	3777
594	5535	3767
595	5543	3757
596	5552	3748
597	5560	3738
598	5570	3728
599	5578	3718
600	5587	3709
601	5595	3699
602	5605	3690
603	5613	3680
604	5622	3670
605	5630	3660
606	5640	3652
607	5650	3643
608	5660	3634
609	5670	3625
610	5677	3614
611	5687	3605
612	5695	3595
613	5704	3586
614	5712	3576
615	5722	3566
616	5731	3557
617	5738	3547
618	5748	3538
619	5755	3527
620	5765	3518
621	5773	3508
622	5782	3499
623	5790	3489
624	5801	3480
625	5808	3470
626	5817	3461
627	5826	3451
628	5835	3441
629	5844	3432
630	5852	3422
631	5862	3413
632	5870	3403
633	5879	3394
634	5887	3384
635	5896	3374
636	5904	3364
637	5914	3355
638	5921	3345
639	5930	3336
640	5939	3326
641	5947	3316
642	5955	3306
643	5963	3296
644	5972	3287
645	5980	3277
646	5989	3268
647	5997	3257
648	6007	3249
649	6015	3239
650	6024	3229
651	6032	3220
652	6042	3210
653	6050	3201
654	6062	3193
655	6072	3184
656	6080	3174
657	6089	3165
658	6097	3155
659	6109	3147
660	6120	3139
661	6129	3129
662	6138	3120
663	6146	3110
664	6156	3101
665	6163	3091
666	6173	3082
667	6181	3072
668	6190	3062
669	6199	3053
670	6208	3043
671	6217	3034
672	6225	3024
673	6235	3016
674	6243	3005
675	6253	2997
676	6261	2987
677	6271	2978
678	6279	2968
679	6288	2959
680	6297	2949
681	6305	2940
682	6314	2930
683	6322	2920
684	6332	2911
685	6339	2901
686	6349	2892
687	6357	2883
688	6367	2874
689	6376	2864
690	6385	2855
691	6394	2846
692	6402	2836
693	6411	2827
694	6419	2817
695	6429	2808
696	6436	2798
697	6446	2789
698	6454	2779
699	6466	2771
700	6474	2761
701	6483	2752
702	6493	2743
703	6500	2733
704	6510	2724
705	6518	2714
706	6527	2705
707	6535	2695
708	6544	2686
709	6552	2676
710	6561	2667
711	6569	2657
712	6578	2647
713	6586	2638
714	6595	2628
715	6604	2619
716	6612	2609
717	6621	2600
718	6629	2591
719	6639	2581
720	6646	2572
721	6648	2559
722	6657	2550
723	6665	2540
724	6674	2531
725	6682	2521
726	6693	2513
727	6703	2504
728	6713	2495
729	6722	2486
730	6730	2476
731	6739	2467
732	6747	2457
733	6756	2448
734	6765	2439
735	6773	2429
736	6781	2420
737	6789	2410
738	6798	2401
739	6806	2391
740	6816	2382
741	6824	2373
742	6834	2364
743	6843	2354
744	6852	2345
745	6860	2335
746	6871	2327
747	6881	2318
748	6889	2308
749	6898	2299
750	6919	2294
751	6947	2291
752	6968	2285
753	6979	2277
754	7014	2276
755	7022	2266
756	7031	2257
757	7039	2247
758	7049	2238
759	7057	2228
760	7066	2219
761	7075	2209
762	7083	2200
763	7093	2191
764	7100	2181
765	7109	2171
766	7117	2162
767	7128	2153
768	7135	2143
769	7145	2134
770	7153	2124
771	7162	2115
772	7171	2105
773	7179	2096
774	7188	2086
775	7196	2077
776	7204	2067
777	7212	2058
778	7221	2048
779	7229	2039
780	7239	2029
781	7246	2020
782	7256	2011
783	7264	2001
784	7274	1992
785	7281	1982
786	7291	1973
787	7301	1964
788	7309	1954
789	7321	1946
790	7329	1936
791	7339	1927
792	7347	1917
793	7356	1908
794	7364	1899
795	7374	1889
796	7383	1880
797	7390	1870
798	7399	1861
799	7407	1851
800	7416	1842
801	7424	1832
802	7433	1823
803	7441	1814
804	7451	1805
805	7459	1795
806	7470	1786
807	7479	1777
808	7488	1767
809	7497	1758
810	7505	1749
811	7515	1739
812	7523	1730
813	7534	1721
814	7542	1712
815	7553	1703
816	7563	1694
817	7571	1684
818	7580	1675
819	7588	1665
820	7598	1656
821	7606	1647
822	7615	1637
823	7624	1628
824	7633	1619
825	7642	1609
826	7650	1600
827	7660	1591
828	7669	1581
829	7678	1572
830	7685	1563
831	7695	1553
832	7703	1544
833	7712	1535
834	7719	1525
835	7731	1516
836	7742	1507
837	7750	1498
838	7760	1489
839	7767	1479
840	7777	1470
841	7784	1460
842	7794	1451
843	7802	1442
844	7811	1432
845	7820	1423
846	7827	1414
847	7836	1404
848	7844	1395
849	7853	1385
850	7861	1376
851	7871	1367
852	7879	1357
853	7888	1348
854	7896	1339
855	7906	1330
856	7914	1320
857	7924	1311
858	7931	1301
859	7940	1292
860	7949	1283
861	7958	1274
862	7967	1264
863	7975	1255
864	7985	1246
865	7994	1237
866	8005	1228
867	8016	1219
868	8025	1209
869	8034	1200
870	8042	1191
871	8055	1182
872	8066	1173
873	8074	1164
874	8084	1154
875	8092	1145
876	8101	1136
877	8109	1126
878	8119	1117
879	8128	1108
880	8137	1099
881	8147	1090
882	8155	1080
883	8166	1071
884	8174	1062
885	8183	1053
886	8193	1043
887	8201	1034
888	8210	1025
889	8219	1015
890	8228	1006
891	8237	997
892	8247	988
893	8256	978
894	8264	969
895	8273	960
896	8281	950
897	8292	941
898	8300	932
899	8309	923
900	8317	913
901	8327	904
902	8335	895
903	8344	886
904	8351	876
905	8361	867
906	8368	858
907	8378	848
908	8388	839
909	8396	830
910	8405	821
911	8413	811
912	8423	802
913	8431	793
914	8440	784
915	8448	774
916	8457	765
917	8465	756
918	8474	746
919	8483	737
920	8491	728
921	8500	719
922	8508	709
923	8517	700
924	8525	691
925	8535	682
926	8545	672
927	8554	663
928	8562	654
929	8571	645
930	8579	635
931	8588	626
932	8597	617
933	8605	608
934	8615	598
935	8624	589
936	8633	580
937	8641	571
938	8651	562
939	8659	552
940	8667	543
941	8675	534
942	8684	524
943	8694	515
944	8702	506
945	8711	497
946	8718	487
947	8727	478
948	8735	469
949	8745	460
950	8753	451
951	8763	441
952	8771	432
953	8781	423
954	8790	414
955	8799	404
956	8808	395
957	8816	386
958	8826	377
959	8834	368
960	8844	358
961	8852	349
962	8861	340
963	8868	331
964	8878	322
965	8886	312
966	8894	303
967	8903	294
968	8911	285
969	8921	275
970	8929	266
971	8940	257
972	8948	248
973	8958	239
974	8967	229
975	8976	220
976	8984	211
977	8993	202
978	9003	193
979	9011	183
980	9022	174
981	9029	165
982	9042	156
983	9054	147
984	9066	138
985	9077	128
986	9090	119
987	9100	110
988	9108	101
989	9118	92
990	9125	82
991	9136	73
992	9145	64
993	9153	55
994	9162	46
995	9171	36
996	9180	27
997	9188	18
998	9197	9
999	9205	0
