iter	RMSE
745	2.153220329
746	2.152215125
747	2.151927128
748	2.15048415
749	2.149545857
750	2.148756563
751	2.147585651
752	2.14617265
753	2.144731792
754	2.142763384
755	2.142297085
756	2.141329734
757	2.140683098
758	2.139178031
759	2.137150419
760	2.136226305
761	2.134774302
762	2.133461248
763	2.133288065
764	2.132090291
765	2.130943488
766	2.129795679
767	2.129015797
768	2.126780979
769	2.125319357
770	2.124462189
771	2.123103853
772	2.122259692
773	2.120556537
774	2.119817633
775	2.118272003
776	2.116259631
777	2.115700405
778	2.114835496
779	2.112850069
780	2.112358418
781	2.111900365
782	2.110755643
783	2.109730789
784	2.108785216
785	2.10770783
786	2.106812735
787	2.106191763
788	2.106106592
789	2.105709936
790	2.104123354
791	2.102431409
792	2.101408186
793	2.099444762
794	2.097493907
795	2.097081505
796	2.095913599
797	2.094557265
798	2.093283435
799	2.09219276
800	2.091410916
801	2.091160659
802	2.090983347
803	2.089513048
804	2.088535375
805	2.086786796
806	2.086032868
807	2.08528013
808	2.084285163
809	2.08334043
810	2.082323481
811	2.081951531
812	2.081275899
813	2.080587824
814	2.079639587
815	2.078472898
816	2.077569885
817	2.075987184
818	2.074802533
819	2.074094267
820	2.072615847
821	2.071865652
822	2.069851843
823	2.068840486
824	2.067968459
825	2.066613449
826	2.065785718
827	2.06500241
828	2.063942264
829	2.062498699
830	2.061061679
831	2.059930622
832	2.058012588
833	2.056938551
834	2.055480954
835	2.054195057
836	2.052854502
837	2.051762353
838	2.050742519
839	2.050072229
840	2.048952696
841	2.048293511
842	2.046744955
843	2.045455912
844	2.044589481
845	2.0435938
846	2.04276963
847	2.04143937
848	2.040129013
849	2.039633265
850	2.039102398
851	2.038796516
852	2.038093488
853	2.037059657
854	2.036174805
855	2.035135241
856	2.033237864
857	2.031077875
858	2.030084227
859	2.029197261
860	2.028292526
861	2.027647179
862	2.026791139
863	2.026752853
864	2.025950179
865	2.025087811
866	2.024129497
867	2.02329779
868	2.02262669
869	2.021271426
870	2.020033464
871	2.018698198
872	2.017457372
873	2.016500189
874	2.016375615
875	2.016229643
876	2.015670263
877	2.014845547
878	2.014425323
879	2.013246344
880	2.013194178
881	2.012383064
882	2.01173788
883	2.010669458
884	2.009799475
885	2.008699007
886	2.007666576
887	2.00717558
888	2.007012809
889	2.00600804
890	2.004601842
891	2.003568423
892	2.00249984
893	2.001765313
894	2.001010511
895	1.999970818
896	1.998910179
897	1.998619623
898	1.997857534
899	1.996983306
900	1.996925246
901	1.995656803
902	1.995617362
903	1.994472272
904	1.99344178
905	1.992988602
906	1.991908817
907	1.991257841
908	1.99065571
909	1.989642767
910	1.98823933
911	1.987524193
912	1.985637644
913	1.984850027
914	1.983618018
915	1.982347142
916	1.981526992
917	1.980186793
918	1.979480102
919	1.978452592
920	1.976855384
921	1.975432483
922	1.974873637
923	1.973467738
924	1.972686957
925	1.971089226
926	1.970052807
927	1.968794779
928	1.96801608
929	1.96628433
930	1.965693352
931	1.964709769
932	1.964046113
933	1.962542391
934	1.961769396
935	1.961277023
936	1.960713475
937	1.959806799
938	1.959019052
939	1.958056353
940	1.958021855
941	1.956394323
942	1.955727408
943	1.954907462
944	1.953756172
945	1.952625026
946	1.951727904
947	1.950781019
948	1.949784612
949	1.948862303
950	1.947946577
951	1.947319915
952	1.94658874
953	1.944576225
954	1.943535759
955	1.942510847
956	1.940556168
957	1.939443701
958	1.938287803
959	1.937404824
960	1.936973494
961	1.935983577
962	1.934797641
963	1.934054752
964	1.93320062
965	1.932262689
966	1.931026796
967	1.929681268
968	1.92885562
969	1.928363092
970	1.926778883
971	1.926729376
972	1.926703492
973	1.926254076
974	1.925330978
975	1.923898447
976	1.923188334
977	1.922148979
978	1.92123533
979	1.919910989
980	1.919355528
981	1.91879269
982	1.91786134
983	1.917494504
984	1.916725149
985	1.916067226
986	1.914802099
987	1.913660747
988	1.913053845
989	1.911377062
990	1.911342283
991	1.909910271
992	1.908894074
993	1.908178449
994	1.907004008
995	1.906101903
996	1.905341026
997	1.904079821
998	1.902797841
999	1.902016818
