bowler,venue,batting_team,dream 11 score,Matches_Played,avg_drm11_score,Economy,strike_rate,bowlerOppositionWiseMatches_Played,bowlerOppositionWiseavg_drm11_score,bowlerOppositionWiseEconomy,bowlerOppositionWisestrike_rate,bowlerVenueMatches_Played,bowlerVenueavg_drm11_score,bowlerVenueEconomy,bowlerVenuestrike_rate,Venue_Matches_Played,Venue_Avg_Batsmen_Strike_Rate,Venue_Avg_Batsmen_Average,Venue_Avg_Bowler_Economy,Venue_Avg_Bowler_Average,Venue_dream11
AA Noffke,M Chinnaswamy Stadium,Kolkata Knight Riders,25,1,25.0,8.4,25.0,1,25.0,8.4,25.0,1,25.0,8.4,25.0,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
AB Agarkar,M Chinnaswamy Stadium,Royal Challengers Bangalore,85,42,22.214285714285715,8.136585365853659,24.848484848484848,4,27.5,7.953488372093023,21.5,2,42.5,6.521739130434782,15.333333333333334,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
AB Dinda,M Chinnaswamy Stadium,Royal Challengers Bangalore,64,75,31.73333333333333,7.502831969792322,19.37804878048781,8,40.125,7.340782122905028,16.272727272727273,8,31.375,7.840909090909091,19.55555555555556,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
CL White,M Chinnaswamy Stadium,Kolkata Knight Riders,-6,6,3.1666666666666665,10.565217391304348,46.0,2,0.0,11.2,17.0,2,6.5,16.615384615384617,13.0,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
I Sharma,M Chinnaswamy Stadium,Royal Challengers Bangalore,51,101,25.92079207920792,7.420560747663552,26.75,15,25.0,7.230337078651686,32.36363636363637,4,19.0,7.883720930232558,43.0,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
JH Kallis,M Chinnaswamy Stadium,Kolkata Knight Riders,25,89,24.831460674157302,7.410783768760423,24.31081081081081,4,26.0,9.51063829787234,23.5,16,26.125,7.535294117647059,24.285714285714285,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
LR Shukla,M Chinnaswamy Stadium,Royal Challengers Bangalore,25,27,18.185185185185187,7.895705521472393,19.176470588235293,3,14.666666666666666,8.285714285714286,10.5,1,25.0,6.0,9.0,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
P Kumar,M Chinnaswamy Stadium,Kolkata Knight Riders,12,119,26.907563025210084,7.06712172923777,25.852941176470587,16,21.875,7.023411371237458,29.9,18,32.5,7.854014598540146,21.63157894736842,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
SB Joshi,M Chinnaswamy Stadium,Kolkata Knight Riders,0,4,4.75,8.945454545454545,55.0,1,0.0,8.666666666666666,19.0,2,12.5,8.594594594594595,37.0,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
SC Ganguly,M Chinnaswamy Stadium,Royal Challengers Bangalore,93,20,16.4,7.692857142857143,23.33333333333333,4,33.0,5.552238805970149,16.75,1,93.0,4.8,8.333333333333334,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
Z Khan,M Chinnaswamy Stadium,Kolkata Knight Riders,37,99,35.96969696969697,7.09402460456942,19.126050420168067,15,42.2,7.371951219512195,15.61904761904762,24,38.125,7.357664233576642,17.677419354838708,87.0,132.02523471263223,26.36706349206349,7.921514082757936,26.36706349206349,325.1609195402299
B Lee,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,25,38,25.63157894736842,6.82532751091703,30.53333333333333,5,12.4,6.540983606557377,61.0,7,25.142857142857142,7.674418604651163,28.666666666666668,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
IK Pathan,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,66,101,30.247524752475247,7.2948414576431615,21.343434343434343,13,31.07692307692308,8.283737024221454,20.642857142857142,11,61.36363636363637,6.888888888888889,12.857142857142858,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
JDP Oram,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0,14,23.214285714285715,8.40983606557377,18.76923076923077,1,0.0,9.25,25.0,1,0.0,9.25,25.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
JR Hopes,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,27,20,19.0,8.764227642276422,26.357142857142858,4,6.75,9.972972972972974,74.0,4,21.25,11.583333333333334,24.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
Joginder Sharma,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,25,15,23.0,8.867647058823529,20.923076923076923,1,25.0,11.04,25.0,1,25.0,11.04,25.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
K Goel,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,-6,6,0.0,8.238805970149254,73.0,2,-3.0,9.6,32.0,1,-6.0,12.5,13.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
M Muralitharan,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,25,66,31.954545454545453,6.2314990512333965,23.59701492537313,7,44.285714285714285,6.613636363636363,17.6,1,25.0,7.44,25.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MS Gony,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,25,44,26.931818181818183,8.108108108108109,23.71794871794872,8,22.25,8.895104895104895,23.83333333333333,6,30.666666666666668,8.321167883211679,22.83333333333333,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
P Amarnath,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,25,6,29.5,10.727272727272728,18.857142857142858,2,25.0,11.0,21.0,1,25.0,10.5,24.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
PP Chawla,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,-6,180,31.08888888888889,7.702173913043478,19.574468085106385,22,28.727272727272727,8.146666666666667,20.454545454545453,26,28.615384615384617,7.404255319148936,23.5,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
S Sreesanth,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,44,31.477272727272727,7.045406546990496,22.023255813953487,6,28.33333333333333,7.289256198347108,20.166666666666668,11,31.63636363636364,7.636363636363637,18.33333333333333,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
WA Mota,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,25,7,14.285714285714286,7.52,18.75,2,28.0,6.923076923076923,13.0,1,25.0,9.428571428571429,14.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
B Geeves,Feroz Shah Kotla,Rajasthan Royals,25,2,25.0,11.020408163265309,24.5,1,25.0,10.25,24.0,2,25.0,11.020408163265309,24.5,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
D Salunkhe,Feroz Shah Kotla,Delhi Daredevils,0,5,6.6,8.235294117647058,51.0,1,0.0,5.142857142857143,8.0,1,0.0,5.142857142857143,8.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
DL Vettori,Feroz Shah Kotla,Rajasthan Royals,33,34,30.176470588235293,6.657324840764331,23.08823529411765,4,15.0,7.642857142857143,42.0,5,32.6,7.2,24.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
GD McGrath,Feroz Shah Kotla,Rajasthan Royals,55,14,33.142857142857146,6.419452887537994,23.5,3,36.66666666666666,5.44,37.5,6,43.833333333333336,7.611940298507463,14.88888888888889,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MF Maharoof,Feroz Shah Kotla,Rajasthan Royals,72,20,49.75,6.72108843537415,13.363636363636363,6,72.66666666666667,5.787234042553192,10.071428571428571,8,46.125,6.736196319018405,14.818181818181818,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MM Patel,Feroz Shah Kotla,Delhi Daredevils,0,63,39.84126984126984,7.250361794500724,16.853658536585368,10,37.1,6.621621621621622,20.181818181818183,4,3.0,8.692307692307692,82.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
R Bhatia,Feroz Shah Kotla,Rajasthan Royals,93,91,26.32967032967033,7.173991571342564,20.25609756097561,7,33.42857142857143,6.103448275862069,14.5,11,17.727272727272727,7.03960396039604,28.857142857142858,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
SK Trivedi,Feroz Shah Kotla,Delhi Daredevils,0,75,27.986666666666668,7.090558766859345,21.328767123287676,8,17.625,7.5,33.6,4,7.75,7.548387096774194,93.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
SK Warne,Feroz Shah Kotla,Delhi Daredevils,0,54,33.81481481481482,6.9076042518397385,20.383333333333333,8,27.75,6.966666666666667,22.5,2,12.5,7.0,36.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
SR Watson,Feroz Shah Kotla,Delhi Daredevils,33,105,29.723809523809525,7.218530650444548,19.97196261682243,12,34.5,6.142857142857143,18.0,4,28.5,6.6,20.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
YK Pathan,Feroz Shah Kotla,Delhi Daredevils,0,82,17.24390243902439,6.952702702702703,25.73913043478261,8,3.875,6.987341772151899,79.0,5,6.2,6.441176470588236,68.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
A Nehra,Wankhede Stadium,Royal Challengers Bangalore,37,88,40.60227272727273,7.361702127659575,16.31404958677686,13,56.0,7.407166123778501,12.791666666666666,9,40.333333333333336,8.571428571428571,19.727272727272727,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
AM Nayar,Wankhede Stadium,Royal Challengers Bangalore,0,19,12.157894736842104,7.807531380753138,26.55555555555556,4,0.0,7.434782608695652,50.0,1,0.0,10.0,7.0,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
B Akhil,Wankhede Stadium,Mumbai Indians,58,13,15.615384615384617,7.305699481865285,27.571428571428573,2,29.0,5.513513513513513,18.5,1,58.0,5.666666666666667,9.0,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
DS Kulkarni,Wankhede Stadium,Royal Challengers Bangalore,25,92,29.27173913043478,7.560767590618337,20.615384615384617,13,35.15384615384615,7.085106382978723,18.8,15,48.46666666666667,7.331412103746397,13.88,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
Harbhajan Singh,Wankhede Stadium,Royal Challengers Bangalore,58,160,30.71875,6.741418764302059,21.714285714285715,23,34.65217391304348,6.885826771653544,20.32,47,32.744680851063826,6.767175572519084,20.54901960784314,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
JH Kallis,Wankhede Stadium,Mumbai Indians,-6,89,24.831460674157302,7.410783768760423,24.31081081081081,11,20.0,7.807531380753138,29.875,4,34.25,7.5,17.6,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
P Kumar,Wankhede Stadium,Mumbai Indians,25,119,26.907563025210084,7.06712172923777,25.852941176470587,16,26.4375,6.423529411764706,26.153846153846157,8,31.625,7.021978021978022,20.22222222222222,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
R Vinay Kumar,Wankhede Stadium,Mumbai Indians,0,104,33.93269230769231,8.02836230558097,17.212598425196852,13,34.38461538461539,8.273684210526316,19.0,12,25.416666666666668,8.828897338403042,23.90909090909091,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
SB Joshi,Wankhede Stadium,Mumbai Indians,0,4,4.75,8.945454545454545,55.0,1,0.0,5.0,13.0,1,0.0,5.0,13.0,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
SM Pollock,Wankhede Stadium,Royal Challengers Bangalore,6,13,31.46153846153846,6.364285714285714,21.53846153846154,2,3.0,5.0,50.0,4,51.5,3.3626373626373627,15.166666666666666,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
ST Jayasuriya,Wankhede Stadium,Royal Challengers Bangalore,25,21,22.38095238095238,7.475083056478406,18.8125,3,8.333333333333334,9.375,48.0,1,25.0,9.75,24.0,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
Z Khan,Wankhede Stadium,Mumbai Indians,134,99,35.96969696969697,7.09402460456942,19.126050420168067,10,33.0,6.6,25.0,6,46.66666666666666,6.285714285714286,18.375,111.0,128.68595719293012,25.90915915915916,7.721157431575807,25.90915915915916,325.0990990990991
A Symonds,Eden Gardens,Kolkata Knight Riders,0,30,22.566666666666663,7.288888888888889,23.47826086956522,4,25.0,6.134831460674158,22.25,2,25.0,6.0,19.5,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
AB Agarkar,Eden Gardens,Deccan Chargers,50,42,22.214285714285715,8.136585365853659,24.848484848484848,6,23.0,9.513513513513514,18.5,7,23.285714285714285,7.81294964028777,27.8,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
AB Dinda,Eden Gardens,Deccan Chargers,25,75,31.73333333333333,7.502831969792322,19.37804878048781,4,44.75,7.395348837209302,12.285714285714286,13,30.76923076923077,6.447058823529412,18.214285714285715,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
DJ Hussey,Eden Gardens,Deccan Chargers,25,26,9.538461538461538,8.674922600619196,32.3,4,20.25,8.68421052631579,12.666666666666666,5,3.8,9.534246575342468,73.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
I Sharma,Eden Gardens,Deccan Chargers,43,101,25.92079207920792,7.420560747663552,26.75,5,14.8,5.4953271028037385,53.5,13,19.0,6.985401459854015,39.142857142857146,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
M Kartik,Eden Gardens,Deccan Chargers,126,55,20.745454545454542,6.807106598984771,30.307692307692307,7,31.857142857142858,6.042253521126761,20.285714285714285,10,39.7,6.504424778761062,17.384615384615383,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
Mohammad Hafeez,Eden Gardens,Deccan Chargers,51,4,21.0,5.809523809523809,31.5,1,51.0,1.68,25.0,2,25.5,3.375,32.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
PP Ojha,Eden Gardens,Kolkata Knight Riders,64,90,31.877777777777776,6.974807197943445,19.646464646464647,14,26.142857142857142,6.745098039215686,25.5,8,28.75,7.072625698324022,22.375,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
RP Singh,Eden Gardens,Kolkata Knight Riders,25,82,36.829268292682926,7.159018143009605,18.74,9,60.44444444444444,7.694444444444445,12.0,2,51.5,5.714285714285714,14.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
SB Bangar,Eden Gardens,Kolkata Knight Riders,18,9,18.22222222222222,8.313725490196079,25.5,2,9.0,5.307692307692308,28.0,1,18.0,3.9,21.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
SB Styris,Eden Gardens,Kolkata Knight Riders,18,11,21.90909090909091,7.297297297297297,24.666666666666668,3,22.666666666666668,6.985074626865671,33.5,1,18.0,4.32,26.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
WPUJC Vaas,Eden Gardens,Kolkata Knight Riders,76,13,52.46153846153846,7.1875,13.090909090909092,3,52.333333333333336,7.444444444444445,10.8,1,76.0,3.0,9.0,86.0,126.84244436734896,26.03560528992879,7.610546662040938,26.03560528992879,308.8372093023256
B Lee,Sawai Mansingh Stadium,Rajasthan Royals,33,38,25.63157894736842,6.82532751091703,30.53333333333333,5,34.6,5.846153846153846,23.4,4,33.5,6.0588235294117645,25.5,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
D Salunkhe,Sawai Mansingh Stadium,Kings XI Punjab,33,5,6.6,8.235294117647058,51.0,2,16.5,8.129032258064516,31.0,1,33.0,8.76923076923077,13.0,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
IK Pathan,Sawai Mansingh Stadium,Rajasthan Royals,51,101,30.247524752475247,7.2948414576431615,21.343434343434343,11,29.727272727272727,7.291479820627803,20.272727272727277,4,17.5,8.476190476190476,31.5,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
JR Hopes,Sawai Mansingh Stadium,Rajasthan Royals,25,20,19.0,8.764227642276422,26.357142857142858,2,41.5,8.511627906976743,14.333333333333334,1,25.0,7.68,25.0,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
MM Patel,Sawai Mansingh Stadium,Kings XI Punjab,58,63,39.84126984126984,7.250361794500724,16.853658536585368,8,45.875,7.907692307692308,15.0,7,43.142857142857146,6.071005917159764,16.9,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
PP Chawla,Sawai Mansingh Stadium,Rajasthan Royals,-6,180,31.08888888888889,7.702173913043478,19.574468085106385,20,32.75,7.596330275229357,18.956521739130437,6,16.166666666666668,6.84375,42.66666666666666,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
Pankaj Singh,Sawai Mansingh Stadium,Kings XI Punjab,-6,17,17.11764705882353,8.739549839228296,28.272727272727277,3,-4.0,11.4,43.0,8,14.875,9.492537313432836,26.8,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
S Sreesanth,Sawai Mansingh Stadium,Rajasthan Royals,25,44,31.477272727272727,7.045406546990496,22.023255813953487,6,24.5,8.043478260869565,27.6,5,39.2,6.870967741935484,20.666666666666668,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
SK Trivedi,Sawai Mansingh Stadium,Kings XI Punjab,58,75,27.986666666666668,7.090558766859345,21.328767123287676,10,28.5,7.347457627118644,21.454545454545453,32,36.71875,6.815028901734104,16.878048780487806,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
SK Warne,Sawai Mansingh Stadium,Kings XI Punjab,109,54,33.81481481481482,6.9076042518397385,20.383333333333333,6,34.166666666666664,9.705882352941176,19.428571428571427,17,38.05882352941177,6.89002557544757,18.61904761904762,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
SR Watson,Sawai Mansingh Stadium,Kings XI Punjab,0,105,29.723809523809525,7.218530650444548,19.97196261682243,13,34.38461538461539,7.011764705882353,17.0,26,25.46153846153846,6.431734317343174,24.63636363636364,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
WA Mota,Sawai Mansingh Stadium,Rajasthan Royals,-6,7,14.285714285714286,7.52,18.75,1,-6.0,12.0,7.0,1,-6.0,12.0,7.0,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
YK Pathan,Sawai Mansingh Stadium,Kings XI Punjab,-6,82,17.24390243902439,6.952702702702703,25.73913043478261,10,16.6,6.5131578947368425,25.33333333333333,11,13.545454545454543,7.1688311688311686,30.8,52.0,121.97605278162418,25.99826388888889,7.318563166897451,25.99826388888889,288.86538461538464
A Symonds,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,-6,30,22.566666666666663,7.288888888888889,23.47826086956522,6,25.166666666666668,7.530612244897959,19.6,2,-6.0,16.75862068965517,31.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
GD McGrath,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,12,14,33.142857142857146,6.419452887537994,23.5,2,31.0,8.0,24.0,1,12.0,5.5,25.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MF Maharoof,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,50,20,49.75,6.72108843537415,13.363636363636363,2,54.0,9.06122448979592,12.25,1,50.0,8.4,12.5,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
Mohammad Asif,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,84,8,33.375,8.71356783919598,22.11111111111111,2,42.0,8.16,25.0,1,84.0,4.75,12.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
PP Ojha,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,6,90,31.877777777777776,6.974807197943445,19.646464646464647,12,30.58333333333333,6.521739130434782,19.46153846153846,11,13.727272727272728,7.221719457013575,44.2,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
R Bhatia,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,87,91,26.32967032967033,7.173991571342564,20.25609756097561,6,64.16666666666667,6.744525547445256,10.538461538461538,3,51.0,6.8059701492537314,13.4,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
RP Singh,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,25,82,36.829268292682926,7.159018143009605,18.74,11,28.454545454545453,7.892307692307693,23.63636363636364,7,28.142857142857142,8.74390243902439,23.428571428571427,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
SB Bangar,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,-6,9,18.22222222222222,8.313725490196079,25.5,1,-6.0,13.384615384615383,14.0,4,17.25,8.507462686567164,22.33333333333333,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
Shahid Afridi,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,10,27.1,7.135135135135135,20.55555555555556,2,-3.0,11.666666666666666,20.0,5,31.4,6.66,20.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
VY Mahesh,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,25,17,35.529411764705884,7.988857938718663,16.318181818181817,1,25.0,8.16,25.0,1,25.0,8.16,25.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
WPUJC Vaas,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,13,52.46153846153846,7.1875,13.090909090909092,4,42.0,6.76595744680851,15.666666666666666,4,23.5,9.529411764705882,21.25,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
A Nehra,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,50,88,40.60227272727273,7.361702127659575,16.31404958677686,8,42.625,7.41,15.384615384615383,11,46.63636363636363,7.1773584905660375,13.947368421052632,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
AM Nayar,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,-6,19,12.157894736842104,7.807531380753138,26.55555555555556,4,3.25,8.727272727272727,55.0,2,9.5,8.75,24.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
DJ Bravo,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,158,36.77848101265823,7.605582524271845,15.92270531400966,6,25.5,8.496,25.0,30,44.266666666666666,7.362017804154303,14.652173913043478,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
DS Kulkarni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,33,92,29.27173913043478,7.560767590618337,20.615384615384617,8,42.25,7.705263157894737,19.0,1,33.0,7.578947368421052,19.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,160,30.71875,6.741418764302059,21.714285714285715,21,36.66666666666666,6.202105263157895,19.791666666666668,6,20.33333333333333,7.138686131386861,34.25,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
JDP Oram,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,25,14,23.214285714285715,8.40983606557377,18.76923076923077,2,37.5,9.72,16.666666666666668,2,56.0,9.96,12.5,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
Joginder Sharma,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,58,15,23.0,8.867647058823529,20.923076923076923,5,29.8,7.398058252427185,20.6,4,31.75,9.0,18.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
M Muralitharan,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,50,66,31.954545454545453,6.2314990512333965,23.59701492537313,8,29.25,6.128342245989304,23.375,14,29.714285714285715,6.401114206128134,25.642857142857142,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MA Khote,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,50,2,25.0,10.2,15.0,1,50.0,9.666666666666666,9.0,1,50.0,9.666666666666666,9.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
MS Gony,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,55,44,26.931818181818183,8.108108108108109,23.71794871794872,4,36.5,7.237113402061856,24.25,10,27.8,8.019512195121951,25.625,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
P Amarnath,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,27,6,29.5,10.727272727272728,18.857142857142858,1,27.0,14.25,24.0,3,34.0,11.0,16.5,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
SM Pollock,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,13,31.46153846153846,6.364285714285714,21.53846153846154,2,21.5,5.5813953488372094,43.0,1,0.0,9.789473684210526,20.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
VS Yeligati,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,2,0.0,9.9375,34.0,1,0.0,9.428571428571429,8.0,1,0.0,9.428571428571429,8.0,54.389608540925266,124.3365304920925,25.304586395201834,7.4601918295255505,25.304586395201834,301.70945471811496
