bowler,venue,batting_team,dream 11 score,Matches_Played,avg_drm11_score,Economy,strike_rate,bowlerOppositionWiseMatches_Played,bowlerOppositionWiseavg_drm11_score,bowlerOppositionWiseEconomy,bowlerOppositionWisestrike_rate,bowlerVenueMatches_Played,bowlerVenueavg_drm11_score,bowlerVenueEconomy,bowlerVenuestrike_rate,Venue_Matches_Played,Venue_Avg_Batsmen_Strike_Rate,Venue_Avg_Batsmen_Average,Venue_Avg_Bowler_Economy,Venue_Avg_Bowler_Average,Venue_dream11
Harbhajan Singh,SuperSport Park,Kings XI Punjab,39,160,30.71875,6.741418764302059,21.714285714285715,22,30.90909090909091,7.229508196721311,20.33333333333333,3,56.333333333333336,4.721311475409836,12.2,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
IK Pathan,SuperSport Park,Mumbai Indians,18,101,30.247524752475247,7.2948414576431615,21.343434343434343,15,40.73333333333333,6.526645768025079,16.789473684210527,2,21.5,7.090909090909091,44.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
JP Duminy,SuperSport Park,Kings XI Punjab,56,49,14.142857142857142,6.8644793152639085,30.47826086956522,10,30.0,5.34065934065934,18.2,2,28.0,5.2727272727272725,16.5,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
K Goel,SuperSport Park,Mumbai Indians,0,6,0.0,8.238805970149254,73.0,3,2.0,6.387096774193548,34.0,2,0.0,7.8,32.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
PP Chawla,SuperSport Park,Mumbai Indians,33,180,31.08888888888889,7.702173913043478,19.574468085106385,21,39.42857142857143,7.936363636363636,15.714285714285714,2,29.0,8.571428571428571,21.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
RR Raje,SuperSport Park,Kings XI Punjab,6,10,18.5,8.333333333333334,20.571428571428573,1,6.0,4.285714285714286,8.0,2,19.5,7.2,25.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
S Sreesanth,SuperSport Park,Mumbai Indians,-6,44,31.477272727272727,7.045406546990496,22.023255813953487,3,36.66666666666666,7.932203389830509,14.75,2,9.5,11.03225806451613,31.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
SL Malinga,SuperSport Park,Kings XI Punjab,68,122,49.377049180327866,6.443846671149967,15.819148936170214,14,58.92857142857143,7.125,13.037037037037036,3,51.66666666666666,6.0,16.6,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
ST Jayasuriya,SuperSport Park,Kings XI Punjab,6,21,22.38095238095238,7.475083056478406,18.8125,2,15.5,4.0,12.0,3,13.0,7.227272727272727,44.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
Yuvraj Singh,SuperSport Park,Mumbai Indians,0,73,15.849315068493151,7.238095238095238,22.615384615384617,10,15.6,5.901639344262295,20.33333333333333,1,0.0,7.0,13.0,12.0,120.02791346824844,25.86466165413534,7.201674808094906,25.86466165413534,290.8333333333333
A Mishra,Kingsmead,Deccan Chargers,-6,161,34.285714285714285,7.071678321678322,18.857142857142858,6,56.5,6.586466165413534,12.090909090909092,2,6.0,8.142857142857142,44.0,15.0,111.8858083996706,20.27860696517413,6.713148503980236,20.27860696517413,255.4
A Nehra,Kingsmead,Deccan Chargers,50,88,40.60227272727273,7.361702127659575,16.31404958677686,8,31.625,8.432432432432432,20.55555555555556,3,38.0,7.815789473684211,19.0,15.0,111.8858083996706,20.27860696517413,6.713148503980236,20.27860696517413,255.4
